id,post_message,link_title,affluence_index,likes,comments,shares,link,muslim_prop,male_prop,age_index
26781952138_10155599418172139,"""China uses an idealised version of its imperial past to promote a 19th century agenda.""",Opinion | All under a Chinese heaven,1.99,122,10,5,http://blogs.timesofindia.indiatimes.com/toi-edit-page/all-under-a-chinese-heaven-china-uses-an-idealised-version-of-its-imperial-past-to-promote-a-19th-century-agenda/?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,12.04%,85.32%,0.39
26781952138_10155599434752139,The new iPad models have been listed on Apple's website with prices and specifications.,Apple iPad Pro 10.5-inch and 12.9-inch India availability confirmed,1.99,246,1,6,http://www.gadgetsnow.com/tech-news/apple-ipad-pro-10-5-inch-and-12-9-inch-india-availability-confirmed/articleshow/59470745.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,9.09%,85.20%,0.35
26781952138_10155599436892139,,"Video: Chinese, Bhutanse envoys met with Rahul Gandhi: Congress",1.99,207,104,18,http://timesofindia.indiatimes.com/videos/news/Chinese-Bhutanse-envoys-met-with-Rahul-Gandhi-%20Congress/videoshow/59528143.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,11.81%,91.11%,0.41
26781952138_10155599440252139,BollywoodBuzz: Inspiring journey to play Sanjay Dutt: Ranbir Kapoor...and more,BollywoodBuzz: Inspiring journey to play Sanjay Dutt: Ranbir Kapoor...and more,1.99,104,1,0,http://timesofindia.indiatimes.com/videos/entertainment/hindi/BollywoodBuzz-Inspiring-journey-to-play-Sanjay-Dutt-Ranbir-Kapoor-and-more/videoshow/59588050.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,7.69%,64.20%,0.39
26781952138_10155599442182139,,West Bengal says no to 400 more central troops for riot-hit areas,1.99,666,84,81,http://timesofindia.indiatimes.com/india/west-bengal-says-no-to-400-more-central-troops-for-riot-hit-areas/articleshow/59476345.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,10.93%,90.47%,0.38
26781952138_10155599446717139,We strongly condemn all terrorist attacks worldwide and stand united and firm in the fight against terrorism: G20 nations,"G20 leaders pledge joint crackdown on terror, vow to eliminate safe havens",1.99,383,14,21,http://timesofindia.indiatimes.com/india/g20-leaders-pledge-joint-crackdown-on-terror-vow-to-eliminate-safe-havens/articleshow/59495484.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,6.60%,86.31%,0.38
26781952138_10155599455987139,,10 Amarnath pilgrims killed as bus falls into gorge in J&K's Ramban district,2.00,4781,143,66,http://timesofindia.indiatimes.com/india/10-amarnath-pilgrims-killed-as-bus-falls-into-gorge-in-jks-ramban-district/articleshow/59617970.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,6.45%,71.34%,0.37
26781952138_10155599460892139,The 68-year-old veteran party leader has also served as the BJP national president.,"From humble beginnings to vice-presidential candidate, Venkaiah Naidu has come a long way",2.00,454,16,6,http://timesofindia.indiatimes.com/india/from-humble-beginnings-to-vice-presidential-candidate-venkaiah-naidu-has-come-a-long-way/articleshow/59636865.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,5.00%,87.69%,0.39
26781952138_10155599474187139,,Video: Indian para-swimmer forced to borrow money in Germany,2.00,173,25,9,http://timesofindia.indiatimes.com/videos/news/indian-para-swimmer-forced-to-borrow-money-in-germany/videoshow/59572382.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,11.19%,80.78%,0.35
26781952138_10155599479342139,Shah Rukh Khan’s strategy for playing a dwarf revealed!,Here’s how Shah Rukh Khan will transform into a dwarf in his next!,2.00,393,33,1,http://www.bombaytimes.com/celebs/heres-how-shah-rukh-khan-will-transform-into-a-dwarf-in-his-next/articleshow/59488883.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,20.11%,80.17%,0.34
26781952138_10155599481222139,The purpose of the request -- turned down by Facebook -- was to help the government deal with fake accounts,"Facebook has declined Pakistan's 'condition' for new users, here's why",2.00,468,32,3,http://www.gadgetsnow.com/tech-news/facebook-has-declined-pakistans-condition-for-new-users-heres-why/articleshow/59630128.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,9.50%,88.74%,0.38
26781952138_10155599487057139,,Video: Railway bridge washed away amid flash floods in Raigad,2.00,529,22,29,http://timesofindia.indiatimes.com/videos/news/railway-bridge-washed-away-amid-flash-floods-in-raigad/videoshow/59626754.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,12.89%,79.39%,0.37
26781952138_10155599488597139,"Rahul Gandhi had taken a dig at the Adityanath government and made a sarcastic suggestion to ""now close down hospitals also to save money.""",Total budget for education in UP is 25.4% higher': Adityanath government refutes Rahul Gandhi's claim,2.00,1117,41,46,http://timesofindia.indiatimes.com/india/total-budget-for-education-in-up-is-25-4-higher-adityanath-government-refutes-rahul-gandhis-claim/articleshow/59620996.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,9.66%,91.07%,0.36
26781952138_10155599496537139,"Be it on-screen or off it, Nawazuddin Siddiqui knows how to grab attention for the right reasons",Pics: Nawazuddin Siddiqui takes selfies with fans in New York City,2.00,3960,11,4,http://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/pics-nawazuddin-siddiqui-takes-selfies-with-fans-in-new-york-city/articleshow/59606920.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,10.68%,72.22%,0.35
26781952138_10155599510727139,Diageo had last year paid $40 million to Mallya as part of its payout package.,Diageo holds $35 million payment to Vijay Mallya,2.00,332,9,2,http://timesofindia.indiatimes.com/business/india-business/diageo-holds-35-million-payment-to-vijay-mallya/articleshow/59636419.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,9.59%,87.68%,0.37
26781952138_10155599514607139,,"Video: Favourite Cabin, a taste of history with tea and toast reaches centenary",2.00,54,0,1,http://timesofindia.indiatimes.com/videos/city/kolkata/favourite-cabin-a-taste-of-history-with-tea-and-toast-reaches-centenary/videoshow/59484533.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,16.28%,82.93%,0.42
26781952138_10155599525717139,The traditionally moderate school is being replaced by the radical Ahl-e-Hadith,"Here's how schools of faith, mobiles are radicalising Kashmir",2.00,548,125,89,http://timesofindia.indiatimes.com/india/how-mosques-and-mobiles-are-radicalising-kashmir/articleshow/59507200.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,21.65%,90.25%,0.39
26781952138_10155599532477139,The RSS worker was stabbed by assailants as he was about to leave for home on July 4,Mangaluru on edge as RSS man succumbs after attack,2.00,1591,218,215,http://timesofindia.indiatimes.com/city/mangaluru/mangaluru-on-edge-as-rss-man-succumbs-after-attack/articleshow/59499790.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,12.91%,93.21%,0.38
26781952138_10155599534367139,Err...,Trump caught on tape complimenting Macron's wife's body,2.00,643,54,23,http://timesofindia.indiatimes.com/world/us/trump-caught-on-tape-complimenting-macrons-wifes-body/articleshow/59588305.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,13.31%,82.98%,0.36
26781952138_10155599545097139,Slowdown in wholesale inflation comes against the backdrop of retail inflation easing to a record low of 1.54 per cent in June,"Wholesale inflation falls sharply to 0.90% in June, food prices ease",2.00,315,33,17,http://timesofindia.indiatimes.com/business/india-business/wholesale-inflation-falls-sharply-to-0-90-in-june-food-prices-ease/articleshow/59594367.cms?%3Futm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,8.85%,85.47%,0.38
26781952138_10155599561837139,When Hollywood movies get translated in Hindi...,These Hindi translations of Hollywood movies will leave you in splits! :::Bombay Times - Times of India::,2.00,195,3,7,http://www.bombaytimes.com/celebs/these-hindi-translations-of-hollywood-movies-will-leave-you-in-splits/fast-and-furious-6/photostory/59595817.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,14.67%,74.03%,0.36
26781952138_10155599580457139,Good news for iPhone users!,6 things about the technology that will solve Apple iPhone users biggest problem,2.00,193,1,8,http://www.gadgetsnow.com/computing/6-things-about-the-technology-that-will-solve-apple-iphone-users-biggest-problem/articleshow/59501975.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,11.39%,84.62%,0.34
26781952138_10155599597062139,,No GST on free food supplied by religious institutions,2.00,2970,16,163,http://timesofindia.indiatimes.com/india/no-gst-on-free-food-supplied-by-religious-institutions/articleshow/59553224.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,7.75%,71.63%,0.37
26781952138_10155599605087139,Terrorists had been directed to eliminate 100 to 150 yatris and about 100 police officers.',Amarnath: Intelligence input had warned of strike on June 25,2.00,325,45,17,http://timesofindia.indiatimes.com/india/amarnath-intelligence-input-had-warned-of-strike-on-june-25/articleshow/59552218.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,10.66%,82.67%,0.36
26781952138_10155599625977139,"Modi and Shah conspiring to implicate me in the case,' said the Bihar deputy CM.","Will not quit, go to people’s court: Tejashwi Yadav",2.01,206,58,4,http://timesofindia.indiatimes.com/india/tejashwi-rules-out-quitting-says-will-go-to-peoples-court/articleshow/59569721.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,9.63%,87.75%,0.37
26781952138_10155599632207139,,CBI case strengthens ED's probe against Lalu Prasad's family members,2.01,345,57,7,http://timesofindia.indiatimes.com/india/cbi-case-strengthens-eds-lalu-probe/articleshow/59497103.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,10.95%,90.46%,0.38
26781952138_10155599634932139,,Video: Sasikala's VIP treatment row: IPS officer D Roopa transferred,2.01,1277,134,148,http://timesofindia.indiatimes.com/videos/city/bengaluru/sasikalas-vip-treatment-row-ips-officer-d-roopa-transferred/videoshow/59630046.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,10.98%,85.01%,0.39
26781952138_10155599637667139,This was Tejashwi's first public comment on the CBI's case against him.,How could I be a criminal at 14? I didn't even have a 'mooch' then: Tejashwi Yadav,2.01,735,253,42,http://timesofindia.indiatimes.com/india/how-could-i-be-a-criminal-at-14-i-didnt-even-have-a-mooch-then-tejashwi-yadav-on-cbis-corruption-case-against-him/articleshow/59558619.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,10.68%,92.66%,0.35
26781952138_10155599641882139,,Naidu is fitting candidate for Vice-President: PM Modi,2.01,2302,43,17,http://timesofindia.indiatimes.com/india/naidu-is-fitting-candidate-for-vice-president-pm-modi/articleshow/59635840.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,3.84%,86.87%,0.38
26781952138_10155599642247139,"On the completion of four years of 'Bhaag Milkha Bhaag' since its release, Farhan Akhtar has thanked 'Flying Sikh' Milkha Singh",Farhan Akhtar thanks Milkha Singh for having trust in biopic 'Bhaag Milkha Bhaag',2.01,3342,3,7,http://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/farhan-akhtar-thanks-milkha-singh-for-having-trust-in-biopic-bhaag-milkha-bhaag/articleshow/59617768.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,7.85%,74.22%,0.35
26781952138_10155599644632139,"SRK, Akshay condemn attack on Amarnath pilgrims","Shah Rukh Khan, Akshay Kumar and Farhan Akhtar condemn the attack on Amarnath Yatra Pilgrims - Times of India",2.01,1785,60,27,http://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/shah-rukh-khan-akshay-kumar-and-farhan-akhtar-condemn-the-attack-on-amarnath-yatra-pilgrims/articleshow/59538816.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,12.53%,80.42%,0.36
26781952138_10155599646447139,,Amarnath Yatra terror attack: Security tightens in the region | News- Times of India Videos,2.01,307,52,5,http://timesofindia.indiatimes.com/videos/news/amarnath-yatra-terror-attack-security-tightens-in-the-region/videoshow/59540031.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,12.55%,79.32%,0.37
26781952138_10155599652382139,,Video: Students in Mussoorie protest against the rampant use of plastic,2.01,282,10,4,http://timesofindia.indiatimes.com/videos/news/mussoorie-students-protest-against-the-rampant-use-of-plastic/videoshow/59610536.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,11.34%,72.06%,0.39
26781952138_10155599652797139,Pakistan's Ministry of Foreign Affairs spokesperson Nafees Zakaria made the claim,Pakistan alleges use of 'chemical ammunition' in Kashmir,2.01,413,175,24,http://timesofindia.indiatimes.com/india/pakistan-alleges-use-of-chemical-ammunition-in-kashmir/articleshow/59473152.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,17.09%,93.29%,0.36
26781952138_10155599662792139,Though there is no evidence of the New Delhi's involvement in this.,"Now, Chinese media protests against unfurling of Tibetan flag in Ladakh",2.01,344,23,21,http://timesofindia.indiatimes.com/world/china/chinese-media-protests-against-unfurling-of-tibetan-flag-in-ladakh/articleshow/59517311.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,6.84%,92.70%,0.38
26781952138_10155599673892139,,Kanwar Yatra: UP issues do's and don'ts for devotees,2.02,208,6,1,http://timesofindia.indiatimes.com/city/lucknow/kanwar-yatra-up-issues-dos-and-donts-for-devotees/articleshow/59525739.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,6.86%,73.68%,0.39
26781952138_10155599700432139,,"Video: After Taimur’s birth, Kareena Kapoor wants to do meaningful roles in Bollywood",2.02,315,20,3,http://timesofindia.indiatimes.com/videos/entertainment/hindi/after-taimurs-birth-kareena-kapoor-wants-to-do-meaningful-roles-in-bollywood/videoshow/59653098.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,15.75%,55.63%,0.38
26781952138_10155599726842139,Parmatmanand was apeaking on a dais at Pokhsari village in Surguja district on Sunday during a 'ghar wapsi' programme,Cow killers should be shot with glass bullets: Swami Parmatmanand - Times of India,2.02,481,191,25,http://timesofindia.indiatimes.com/city/raipur/cow-killers-should-be-shot-with-glass-bullets-swami-parmatmanand/articleshow/59547435.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,15.22%,87.37%,0.37
26781952138_10155599728737139,Do you agree?,"Right to privacy can't be absolute, may be regulated: SC",2.02,130,30,8,http://timesofindia.indiatimes.com/india/right-to-privacy-cant-be-absolute-may-be-regulated-sc/articleshow/59669874.cms?utm_source=facebook.com&utm_medium=referral&utm_term=a&utm_campaign=TOI&utm_content=om-bm,10.92%,89.29%,0.42
26781952138_10155599734927139,,Video: World record bid: 500 students in Kochi perform finger dance,2.02,469,7,7,http://timesofindia.indiatimes.com/videos/city/kochi/world-record-bid-500-students-in-kochi-perform-finger-dance/videoshow/59630533.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,9.55%,70.41%,0.37
26781952138_10155599737767139,"After winning the five-match ODI series 3-1, India will certainly have an upperhand despite the presence of Gayle",Virat Kohli may open as India start favourites despite Chris Gayle factor,2.02,1489,11,6,http://timesofindia.indiatimes.com/sports/cricket/india-in-west-indies/virat-kohli-may-open-as-india-start-favourites-despite-chris-gayle-factor/articleshow/59501554.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,8.81%,85.52%,0.35
26781952138_10155599764727139,Which allies will continue to support Lalu as he is enmeshed in CBI raids and FIRs?,TOI Edit | Family in trouble,2.02,90,34,0,http://blogs.timesofindia.indiatimes.com/toi-editorials/family-in-trouble-which-allies-will-continue-to-support-lalu-as-he-is-enmeshed-in-cbi-raids-and-firs/?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,10.71%,83.33%,0.42
26781952138_10155599767282139,Amartya Sen documentary's trailer sans objectionable words goes online,Amartya Sen documentary's trailer sans objectionable words goes online - Times of India,2.02,106,9,0,http://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/amartya-sen-documentarys-trailer-sans-objectionable-words-goes-online/articleshow/59616155.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,10.87%,63.95%,0.39
26781952138_10155599785962139,,"NSE hit by technical glitch, trade halted - Times of India",2.02,83,2,5,http://timesofindia.indiatimes.com/business/india-business/nse-hit-by-technical-glitch-trade-halted/articleshow/59524222.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,14.29%,82.86%,0.40
26781952138_10155599786232139,Bigg Boss Telugu hits controversy even before its release.,"""Stop the show,"" says Chairman of the Telangana Film Chamber of Commerce",2.02,1342,36,20,http://timesofindia.indiatimes.com/tv/news/telugu/bigg-boss-telugu-hits-controversy-even-before-its-release-stop-the-show-says-chairman-of-the-telangana-film-chamber-of-commerce/articleshow/59605645.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,9.49%,82.93%,0.38
26781952138_10155599788622139,,"Video: Car catches fire in Allahabad, no casualty reported",2.02,52,2,0,http://timesofindia.indiatimes.com/videos/city/lucknow/car-catches-fire-in-allahabad-no-casualty-reported/videoshow/59522501.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,14.89%,82.93%,0.37
26781952138_10155599795422139,Here's the full schedule.,FIFA U-17 World Cup 2017: India to face USA in their opening game,2.02,1376,13,38,http://timesofindia.indiatimes.com/sports/football/under-17-world-cup/news/fifa-u-17-world-cup-2017-india-to-face-usa-in-their-opening-game/articleshow/59492601.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,5.07%,87.46%,0.36
26781952138_10155599808212139,Hoping for cooperative Monsoon Session of Parliament?,"GST means 'growing stronger together', says PM Modi",2.02,746,78,9,http://timesofindia.indiatimes.com/india/gst-means-growing-stronger-together-says-pm-modi-hoping-for-cooperative-monsoon-session-of-parliament/articleshow/59627349.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,8.26%,86.91%,0.38
26781952138_10155599820182139,The absence of a world-class convention centre and the 2019 general elections have prompted the government to give a go-by to hosting the G20 meeting.,India not to host G20 meet in 2019,2.02,524,27,20,http://timesofindia.indiatimes.com/business/india-business/india-not-to-host-g20-meet-due-to-absence-of-mega-centre-2019-polls/articleshow/59625041.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,7.63%,90.70%,0.37
26781952138_10155599820397139,,"Video: Police chip in and free station road of shanties, hawkers at Bandra East",2.02,122,4,0,http://timesofindia.indiatimes.com/videos/city/mumbai/police-chip-in-and-free-station-road-of-shanties-hawkers-at-bandra-east/videoshow/59629822.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,8.91%,83.51%,0.39
26781952138_10155599830437139,These Bollywood actors will inspire you with their reel-life characters…,Inspirational Bollywood characters that we should take life lessons from! :::Misskyra,2.02,112,5,1,http://www.misskyra.com/celebs/inspirational-bollywood-characters-that-we-should-take-life-lessons-from/photostory/59491114.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,18.18%,64.29%,0.40
26781952138_10155599841912139,M Venkaiah Naidu resigned from the Cabinet as well.,"Now, I don't belong to any party,"" says Venkaiah Naidu as he resigns from BJP",2.02,2240,44,55,http://timesofindia.indiatimes.com/india/now-i-dont-belong-to-any-party-says-venkaiah-naidu-as-he-resigns-from-bjp/articleshow/59646963.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,7.17%,91.35%,0.37
26781952138_10155599845767139,,iPhone 8's NFC feature may be used for other tasks than just Apple Pay,2.02,393,3,4,http://www.gadgetsnow.com/tech-news/iphone-8s-nfc-feature-may-be-used-for-other-tasks-than-just-apple-pay/articleshow/59633736.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,8.29%,82.46%,0.38
26781952138_10155599849522139,"Nearly 75% of the Kaziranga National Park, a World Heritage Site, is inundated","Assam flood: Kaziranga inundated, animals' life at risk",2.02,263,8,16,http://timesofindia.indiatimes.com/india/floods-kaziranga-inundated-animals-life-at-risk/articleshow/59564813.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,14.23%,78.97%,0.37
26781952138_10155599849937139,I could have been on the streets.',Adopted girl returns to Maharashtra as Danish conductor,2.02,254,3,24,http://timesofindia.indiatimes.com/india/adopted-girl-returns-to-maharashtra-as-danish-conductor/articleshow/59613634.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,9.30%,61.17%,0.38
26781952138_10155599863897139,,Video: 70-year-old Michigan smokestack comes down,1.16,40,1,1,http://timesofindia.indiatimes.com/videos/news/watch-70-year-old-michigan-smokestack-comes-down/videoshow/59659542.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,15.91%,81.82%,0.40
26781952138_10155599864037139,Cow vigilantism should not be given political or communal colour.',Have asked states to take strict action against cow vigilantes: PM Modi,2.02,1181,140,32,http://timesofindia.indiatimes.com/india/have-asked-states-to-take-strict-action-against-cow-vigilantes-pm-modi/articleshow/59617641.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,11.64%,91.17%,0.37
26781952138_10155599866257139,Sounds like something too good to be true? But it's actually true.,"IIT professors use TV, internet to help aspirants crack JEE",2.02,532,3,17,http://www.gadgetsnow.com/tech-news/iit-professors-use-tv-internet-to-help-aspirants-crack-jee/articleshow/59617712.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,7.50%,78.02%,0.35
26781952138_10155599869952139,Reactions?,Won’t allow communal unrest in name of gau raksha: PM Modi,2.02,1509,264,61,http://timesofindia.indiatimes.com/india/wont-allow-communal-unrest-in-name-of-gau-raksha-pm-modi/articleshow/59624867.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,13.16%,88.95%,0.38
26781952138_10155599870977139,"China had said it was willing to play a ""constructive role"" in improving relations between India and Pakistan.","India rejects China's offer to play 'constructive role' on Kashmir, says it is a 'bilateral issue'",2.02,1017,90,36,http://timesofindia.indiatimes.com/india/kashmir-is-a-bilateral-issue-india-on-chinas-offer-to-play-constructive-role/articleshow/59578807.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,9.15%,90.30%,0.37
26781952138_10155599884907139,,Video: Aspiring air hostess stabbed by man in Delhi,2.02,277,17,13,http://timesofindia.indiatimes.com/videos/city/delhi/on-cam-aspiring-air-hostess-stabbed-by-man-in-delhi/videoshow/59470204.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,16.09%,79.31%,0.36
26781952138_10155599891872139,Stressed out?,This is what will help you handle a busy day at work,2.02,174,5,6,http://recipes.timesofindia.com/articles/features/these-12-healthy-power-shakes-will-help-you-handle-office-stress/photostory/57990576.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,15.60%,46.38%,0.39
26781952138_10155599898447139,The complaint would be the telecom firm's first official acknowledgement of a system breach.,Reliance Jio files police complaint in hacking case,2.02,123,4,3,http://www.gadgetsnow.com/tech-news/reliance-jio-files-police-complaint-in-hacking-case/articleshow/59561244.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,15.09%,77.45%,0.35
26781952138_10155599906437139,"The FIR names Lalu Prasad, Rabri, son Tejashwi, wife of Lalu's close aide, proprietors of a hotel group and IRCTC ex-official","CBI raids Lalu Prasad and family, files fresh corruption case",2.02,878,44,35,http://timesofindia.indiatimes.com/city/patna/cbi-raids-lalu-family-for-amassing-benami-assets/articleshow/59496430.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,5.63%,86.78%,0.35
26781952138_10155599914157139,,"Video: Explosive recovered from UP Assembly, Yogi claims 'terror conspiracy'",2.02,248,34,7,http://timesofindia.indiatimes.com/videos/city/lucknow/explosive-recovered-from-up-assembly-yogi-claims-terror-conspiracy/videoshow/59591001.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,10.44%,87.03%,0.38
26781952138_10155599938182139,Shiv Sena chief Uddhav Thackeray on Saturday said that the project can go on if farmers were giving up their land voluntarily for the project.,Shiv Sena tones down opposition to Nagpur e-way,2.03,110,9,1,http://timesofindia.indiatimes.com/city/mumbai/shiv-sena-tones-down-opposition-to-nagpur-e-way/articleshow/59614583.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,16.67%,89.53%,0.39
26781952138_10155599939967139,Saif Ali Khan reacts on his nepotism act at an event in NYC,Saif Ali Khan: The nepotism remark was meant to be a joke,2.03,279,27,3,http://www.misskyra.com/celebs/saif-ali-khan-the-nepotism-remark-was-meant-to-be-a-joke/articleshow/59665735.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,12.42%,57.52%,0.36
26781952138_10155599945727139,China offers to mediate on Kashmir instead.,Beijing rebuffs Jaishankar's bid on Doklam row,2.03,287,107,13,http://timesofindia.indiatimes.com/india/beijing-rebuffs-jaishankars-bid-on-doklam-row-instead-offers-to-mediate-on-kashmir/articleshow/59569215.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,11.04%,93.62%,0.39
26781952138_10155599947237139,,Video: Ranbir Kapoor attends cousin Aadar’s official film launch,2.03,249,2,2,http://timesofindia.indiatimes.com/videos/entertainment/hindi/ranbir-kapoor-attends-cousin-aadars-official-film-launch/videoshow/59479638.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,17.37%,62.44%,0.36
26781952138_10155599957782139,"TV reports claimed Ravi Shastri had been named coach of team India till the 2019 world cup. BCCI say, 'there is no truth in what's been running.'","No decision on new Team India coach yet, says BCCI - Times of India",2.03,244,8,7,http://timesofindia.indiatimes.com/sports/cricket/news/no-decision-on-new-team-india-coach-yet-says-bcci/articleshow/59545331.cms,9.92%,87.14%,0.35
26781952138_10155599963832139,The engineer was part of a BSES team that had gone to a village to inspect complaints of power theft when a mob gathered and attacked them.,"Chased by 'power thieves' in Delhi, engineer dies in car crash",2.03,756,97,149,http://timesofindia.indiatimes.com/city/delhi/chased-by-power-thieves-in-delhi-engineer-dies-in-car-crash/articleshow/59641051.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,12.14%,85.87%,0.36
26781952138_10155599969562139,"Over the years, mutual funds have come across as a popular and fairly profitable instrument of investment. Read more",How to plan your mutual fund investments,2.03,124,0,6,http://timesofindia.indiatimes.com/business/india-business/how-to-plan-your-mutual-fund-investments-read-here/articleshow/59471962.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,9.62%,75.26%,0.37
26781952138_10155599974067139,"Congress in a spot after Rahul meets Chinese envoy

Read more at http://toi.in/Rbhi3a",,2.03,239,159,39,https://www.facebook.com/TimesofIndia/videos/10155592722497139/,12.65%,89.84%,0.39
26781952138_10155599980607139,,"Video: 'Not allowed to speak' on anti-Dalit violence, Mayawati resigns from Rajya Sabha",2.03,208,93,7,http://timesofindia.indiatimes.com/videos/news/not-allowed-to-speak-on-anti-dalit-violence-mayawati-resigns-from-rajya-sabha/videoshow/59650126.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,11.75%,93.46%,0.37
26781952138_10155599986857139,39 Indian nationals have reportedly been in captivity in Mosul.,Iraq assures cooperation in locating 39 missing Indians: MEA,2.03,185,7,1,http://timesofindia.indiatimes.com/nri/middle-east-news/iraq-assures-cooperation-in-locating-39-missing-indians-mea/articleshow/59529555.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,10.24%,81.66%,0.36
