id,post_message,link_title,affluence_index,likes,comments,shares,link,muslim_prop,male_prop,age_index
26781952138_10155612505892139,"Currently the air carrier has 40,000 employees.","Air India may offer voluntary retirement to 15,000 ahead of sale",2.24,1091,15,50,http://timesofindia.indiatimes.com/business/india-business/air-india-may-offer-voluntary-retirement-to-15000-ahead-of-sale/articleshow/59651201.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,9.32%,82.67%,0.37
26781952138_10155612514422139,#BREAKING,NDA nominates Venkaiah Naidu as vice-presidential candidate,2.24,4692,92,139,http://timesofindia.indiatimes.com/india/nda-nominates-venkaiah-naidu-as-vice-presidential-candidate/articleshow/59635133.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,4.68%,90.95%,0.37
26781952138_10155612526047139,"The driver sped the bus away amid the firing and reached a safe distance out of harm's way, saving the lives of many","Terrorists fired from the front and right side of bus, Anantnag attack survivors recount horror - Times of India",2.24,896,74,39,http://timesofindia.indiatimes.com/india/terrorists-fired-from-the-front-and-right-side-of-bus-anantnag-attack-survivors-recount-horror/articleshow/59547998.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,12.65%,70.30%,0.37
26781952138_10155612527497139,"Asean is the Association of Southeast Asian Nations, and has as members Brunei, Cambodia, Indonesia, Laos, Malaysia, Myanmar, Philippines, Singapore, Thailand and Vietnam",India to invite heads of 10 Asean nations for Republic Day celebrations,2.25,6010,90,310,http://timesofindia.indiatimes.com/india/india-to-invite-heads-of-10-asean-nations-for-republic-day-celebtations/articleshow/59497883.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,4.88%,88.29%,0.37
26781952138_10155612551367139,"""Let me take my own decision of life"".",Assamese actress commits suicide in Gurugram,2.25,2251,61,30,http://timesofindia.indiatimes.com/city/gurgaon/assamese-actress-commits-suicide-in-gurugram/articleshow/59654842.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,11.27%,63.79%,0.36
26781952138_10155612553137139,Velumani said Kamal Haasan should prove his corruption charges against the state government.,Tamil Nadu minister Velumani threatens to conduct tax audit against Kamal Haasan,2.25,191,12,2,http://timesofindia.indiatimes.com/city/chennai/tn-minister-velumani-threatens-to-conduct-tax-audit-against-kamal-haasan-/articleshow/59606683.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,14.20%,78.66%,0.40
26781952138_10155612564067139,Saif Ali Khan to take care of Taimur while Kareena will be shooting for her next!,Saif Ali Khan to take care of Taimur while Kareena Kapoor shoots for ‘Veere Di Wedding’,2.25,1620,82,5,http://m.misskyra.com/celebs/saif-ali-khan-to-take-care-of-taimur-while-kareena-kapoor-shoots-for-veere-di-wedding/articleshow/59616290.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,13.63%,50.25%,0.35
26781952138_10155612567427139,ICYMI: This transformation of Rajkummar Rao will surprise you!,Rajkummar Rao’s yet another transformation will leave you stumped!,2.25,112,0,0,http://www.bombaytimes.com/celebs/rajkummar-raos-yet-another-transformation-will-leave-you-stumped/articleshow/59455893.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,10.11%,78.02%,0.38
26781952138_10155612596432139,"With the calving, the Larsen C ice shelf lost more than 12 percent of its total surface area",Trillion-tonne iceberg breaks off Antarctica,2.25,175,9,19,http://timesofindia.indiatimes.com/home/science/trillion-tonne-iceberg-breaks-off-antarctica/articleshow/59562075.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,10.17%,74.32%,0.37
26781952138_10155612598317139,Recently a deadly PETN explosive was recovered from the assembly.,UP Assembly security to be like that of Parliament,2.25,89,10,2,http://timesofindia.indiatimes.com/city/lucknow/up-assembly-security-to-be-like-that-of-parliament/articleshow/59615314.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,7.79%,76.71%,0.36
26781952138_10155612605177139,Revamp your house with these easy trends,Home trends to try out this monsoon,2.25,172,3,3,http://timesofindia.indiatimes.com/life-style/home-garden/home-trends-to-try-out-this-monsoon/articleshow/59399194.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,10.79%,42.34%,0.38
26781952138_10155612639467139,"With Dhan Dhana Dhan offer coming to an end, Reliance Jio has revamped its tariff plan for both pre-paid and post-paid users.",Reliance Jio announces new plans: All that has changed | Gadgets Now,2.25,11139,222,665,http://www.gadgetsnow.com/tech-news/reliance-jio-announces-new-plans-all-that-has-changed/articleshow/59544784.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,9.40%,83.12%,0.36
26781952138_10155612663377139,Coming soon,A Flipkart store selling foreign brands near you,2.25,884,1,14,http://www.gadgetsnow.com/tech-news/flipkart-planning-offline-cart-for-foreign-brands/articleshow/59485019.cms,10.42%,80.44%,0.34
26781952138_10155612687322139,"The forces are going after terrorists as part of operation ""hunt down""","Security forces killed 102 terrorists in J&K in 7 months, more on hit list",2.25,6983,321,322,http://timesofindia.indiatimes.com/india/security-forces-killed-102-terrorists-in-jk-in-7-months-more-on-hit-list/articleshow/59598301.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,5.48%,87.65%,0.36
26781952138_10155612707012139,,Video: Thousands attend third plenary of YSR Congress in Guntur,2.25,112,1,4,http://timesofindia.indiatimes.com/videos/news/guntur-thousands-attend-third-plenary-of-ysr-congress/videoshow/59515760.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,16.48%,83.33%,0.39
26781952138_10155612715482139,Big B upset with Dr. Kumar Vishwas for using his late father's poem,Amitabh Bachchan sends legal notice to Dr Kumar Vishwas for copyright violation of his father’s poem,2.25,514,50,10,http://www.bombaytimes.com/celebs/amitabh-bachchan-sends-legal-notice-to-dr-kumar-vishwas-for-copyright-violation-of-his-father8217s-poem/articleshow/59570306.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,8.94%,74.95%,0.37
26781952138_10155612721612139,Governor had yesterday directed Speaker to summon an emergent special session of the assembly at 9.30 am,Nagaland CM fails to show up for floor test,2.25,63,0,1,http://timesofindia.indiatimes.com/india/nagaland-cm-fails-to-show-up-for-floor-test/articleshow/59660672.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,13.21%,90.00%,0.43
26781952138_10155612724742139,,Video: PM Modi arrives in New Delhi after concluding 2-nation tour,2.25,3369,31,24,http://timesofindia.indiatimes.com/videos/news/pm-modi-arrives-in-new-delhi-after-concluding-2-nation-tour/videoshow/59510368.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,3.94%,86.30%,0.36
26781952138_10155612726222139,Moshe Holtzberg was two years old when his Jewish parents were killed during the 2008 Mumbai terror attacks.,"Modi meets Moshe, invites him to India",2.25,2017,31,31,http://timesofindia.indiatimes.com/india/modi-meets-moshe-invites-him-to-india/articleshow/59461236.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,5.39%,76.24%,0.36
26781952138_10155612728182139,Shastri will be assisted by Zaheer as the bowling coach and Dravid as an overseas batting consultant,"I am used to challenges, bring on another one, says Ravi Shastri",2.25,932,15,5,http://timesofindia.indiatimes.com/sports/cricket/india-in-sri-lanka/i-am-used-to-challenges-bring-on-another-one-says-ravi-shastri/articleshow/59561575.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,7.23%,86.58%,0.36
26781952138_10155612733352139,Nidhhi is making her Bollywood debut opposite Tiger Shroff in 'Munna Michael',Nidhhi Agerwal passed four rounds of audition to bag 'Munna Michael',2.25,2089,11,3,http://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/nidhhi-agerwal-passed-four-rounds-of-audition-to-bag-munna-michael/articleshow/59595061.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,10.12%,63.83%,0.35
26781952138_10155612775362139,Wonder which were the hottest apps across the world?,World's 13 most-downloaded apps on iPhones,2.25,277,8,5,http://www.gadgetsnow.com/slideshows/worlds-12-most-downloaded-apps-on-iphones-ipads/photolist/59502663.cms?utm_source=facebook.com&utm_medium=referral&utm_term=b&utm_campaign=TOI&utm_content=om-bm,10.04%,84.43%,0.35
26781952138_10155612827667139,,Video: Farhan-Shraddha indulge in Instagram banter,2.26,1704,3,1,http://timesofindia.indiatimes.com/videos/celebs/farhan-shraddha-indulge-in-instagram-banter/videoshow/59461037.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,10.49%,67.58%,0.35
26781952138_10155612828547139,,Chinese media now says Bhutanese not happy lot,2.26,406,94,27,http://timesofindia.indiatimes.com/india/border-standoff-chinese-state-media-takes-aim-at-bhutan-says-they-are-not-a-happy-lot/articleshow/59469850.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,8.95%,92.25%,0.36
26781952138_10155612831047139,This is a part of the momentous celebration planned around the 70th Independence Day this August 15,Tweet a selfie with the Indian flag and the government will make you a star,2.26,2471,80,147,http://www.gadgetsnow.com/tech-news/tweet-a-selfie-with-the-indian-flag-and-the-government-will-make-you-a-star/articleshow/59593931.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,7.64%,88.22%,0.36
26781952138_10155612855817139,,Google's 16 biggest 'failures',2.26,179,2,3,http://www.gadgetsnow.com/slideshows/googles-16-biggest-failures/photolist/59607928.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,8.51%,83.09%,0.35
26781952138_10155612875432139,,Video: Eight drown as boat capsizes in Vena Dam,2.26,447,18,14,http://timesofindia.indiatimes.com/videos/news/nagpur-eight-drown-as-boat-capsizes-in-vena-dam/videoshow/59521429.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,10.86%,70.34%,0.38
26781952138_10155612879197139,Liquor sales in Andhra Pradesh are touching dizzying heights,"Andhra Pradesh hits new high, clocks Rs 200 crore liquor sales in 4 days",2.26,320,14,21,http://timesofindia.indiatimes.com/city/amaravati/andhra-pradesh-hits-new-high-clocks-200-crore-liquor-sales-in-4-days/articleshow/59469651.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,7.72%,88.31%,0.37
26781952138_10155612883997139,,How Apple is making Samsung rich,2.26,1058,13,35,http://www.gadgetsnow.com/tech-news/how-apple-is-making-samsung-rich/articleshow/59523475.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,9.89%,91.83%,0.35
26781952138_10155612890217139,"Wimbledon's rising star, dressed in Kim Clijsters' skirt...",Tennis star Kim Clijsters has the last laugh as she invites a spectator to court,2.26,372,1,2,http://timesofindia.indiatimes.com/viral-news/tennis-player-kim-clijsters-has-the-last-laugh-as-she-invites-a-spectator-to-court/articleshow/59620944.cms?%3Futm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,7.16%,83.95%,0.37
26781952138_10155612907167139,"Jio was investigating whether personal data of over 100 million of its customers had been leaked to a website named ""Magicapk.com""",Reliance Jio data leak: One person detained in Rajasthan - Times of India,2.26,168,6,3,http://timesofindia.indiatimes.com/business/india-business/reliance-jio-data-leak-one-person-detained-in-rajasthan/articleshow/59547160.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,12.14%,79.84%,0.40
26781952138_10155612913167139,"Iraqi declares 'total victory' over Islamic State in Mosul 

Read more: http://toi.in/NprwFZ",,2.26,395,25,20,https://www.facebook.com/TimesofIndia/videos/10155592862902139/,13.82%,85.10%,0.38
26781952138_10155612913977139,,We bet you might have not seen this glam side of Bhabhiji Ghar Par Hai’s Angoori aka Shubhangi Atre,2.26,1097,10,1,http://timesofindia.indiatimes.com/tv/news/hindi/TV-celebs-and-their-sexy-makeover/photostory/59647036.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,8.59%,46.19%,0.34
26781952138_10155612918082139,,Video: Sushma Swaraj slams Pakistan's Sartaj Aziz in series of blistering tweets,2.26,346,27,9,http://timesofindia.indiatimes.com/videos/news/sushma-swaraj-slams-pakistans-sartaj-aziz-in-series-of-blistering-tweets/videoshow/59523631.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,6.80%,87.91%,0.37
26781952138_10155612920782139,Here’s a list of Bollywood celebs we would want to see onscreen...,Bollywood actors who should do a movie together :::Misskyra,2.27,338,4,1,http://www.misskyra.com/celebs/bollywood-actors-who-should-do-a-movie-together/photostory/59489860.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,14.39%,49.12%,0.34
26781952138_10155612927012139,Pic: Katrina receives cake no.3 before b'day,Katrina Kaif receives cake no.3 amid countdown to birthday - Katrina Kaif's smouldering Instagram pictures | The Times of India,2.27,1255,4,3,http://www.timesofindia.indiatimes.com/entertainment/hindi/bollywood/Katrina-Kaif-receives-cake-no-3-amid-countdown-to-birthday/photostory/59575477.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,9.32%,48.86%,0.34
26781952138_10155612936292139,## Antilia belongs to the chairman of Reliance Industries Limited Mukesh Ambani and is worth around Rs 4500 crore.,PHOTOS: Most expensive celebrity homes around the world,2.27,6651,32,73,http://photogallery.indiatimes.com/celebs/celeb-themes/expensive-celebrity-homes/articleshow/52303474.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,8.96%,66.91%,0.35
26781952138_10155612948162139,,Strange signals detected coming from distant star,2.27,1190,36,152,http://timesofindia.indiatimes.com/home/science/astronomers-detect-strange-signals-coming-from-star-11-light-years-away/articleshow/59632830.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,8.48%,76.70%,0.36
26781952138_10155612951467139,,Fallen star Dileep taunted and jeered at,2.27,100,2,2,http://timesofindia.indiatimes.com/city/kochi/actress-rape-case-crowd-jeers-at-dileep/articleshow/59571713.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,17.78%,75.00%,0.41
26781952138_10155612951717139,,"Video: Mayawati walks out of Rajya Sabha, threatens to resign",2.27,748,327,16,http://timesofindia.indiatimes.com/videos/news/mayawati-walks-out-of-rajya-sabha-threatens-to-resign/videoshow/59645078.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,8.25%,93.36%,0.36
26781952138_10155612954097139,Shuddhi is in the making with Hrithik Roshan?,Hrithik Roshan to join hands with Sanjay Leela Bhansali for a film on ‘Immortals Of Meluha’?,2.27,790,15,6,http://www.misskyra.com/celebs/hrithik-roshan-to-join-hands-with-sanjay-leela-bhansali-for-a-film-on-immortals-of-meluha/articleshow/59617492.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,7.76%,81.08%,0.35
26781952138_10155612979432139,"Apart from the new OLED screen, iPhone 8 will need some really desirable features to justify its price.",This may be the 'signature' feature of iPhone 8,2.27,629,2,10,http://www.gadgetsnow.com/tech-news/this-may-be-the-signature-feature-of-iphone-8/articleshow/59590717.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,11.85%,88.55%,0.34
26781952138_10155612982527139,Swati Maliwal is facing prosecution in a case of alleged irregularities in the recruitment process in the panel,DCW recruitment case: Court warns Swati Maliwal to comply with orders,0.32,37,0,1,http://timesofindia.indiatimes.com/city/delhi/dcw-recruitment-case-court-warns-swati-maliwal-to-comply-with-orders/articleshow/59529730.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,16.22%,86.84%,0.37
